Time Bucket,Market,Entry Date,Exit Date,Days Held,Win,P&L,P&L %,Volume
<3d,North Carolina Governor Election Winner,2024-11-03,2024-11-05,2,Yes,8.67,8.7,338125.06
3-7d,North Carolina Governor Election Winner,2024-10-31,2024-11-05,5,No,-8.54,-8.5,338125.06
7-30d,North Carolina Governor Election Winner,2024-10-26,2024-11-05,10,No,-8.28,-8.3,338125.06
7-30d,North Carolina Governor Election Winner,2024-10-16,2024-11-05,20,No,-9.93,-9.9,338125.06
>30d,North Carolina Governor Election Winner,2024-10-06,2024-11-05,30,Yes,8.20,8.2,338125.06
>30d,North Carolina Governor Election Winner,2024-09-06,2024-11-05,60,No,-10.06,-10.1,338125.06
>30d,North Carolina Governor Election Winner,2024-08-07,2024-11-05,90,No,-9.30,-9.3,338125.06
<3d,Anthony Joshua vs. Francis Ngannou,2024-03-06,2024-03-07,1,No,-9.24,-9.2,7606.85
<3d,Anthony Joshua vs. Francis Ngannou,2024-03-05,2024-03-07,2,Yes,9.98,10.0,7606.85
3-7d,Anthony Joshua vs. Francis Ngannou,2024-03-02,2024-03-07,5,No,-8.81,-8.8,7606.85
7-30d,Anthony Joshua vs. Francis Ngannou,2024-02-26,2024-03-07,10,Yes,9.91,9.9,7606.85
7-30d,Anthony Joshua vs. Francis Ngannou,2024-02-16,2024-03-07,20,Yes,7.97,8.0,7606.85
>30d,Anthony Joshua vs. Francis Ngannou,2024-02-06,2024-03-07,30,No,-10.11,-10.1,7606.85
>30d,Anthony Joshua vs. Francis Ngannou,2024-01-07,2024-03-07,60,Yes,7.28,7.3,7606.85
>30d,Anthony Joshua vs. Francis Ngannou,2023-12-08,2024-03-07,90,No,-9.65,-9.6,7606.85
<3d,Anthony Joshua vs. Francis Ngannou,2024-03-06,2024-03-07,1,Yes,9.95,9.9,3350.48
<3d,Anthony Joshua vs. Francis Ngannou,2024-03-05,2024-03-07,2,No,-9.16,-9.2,3350.48
3-7d,Anthony Joshua vs. Francis Ngannou,2024-03-02,2024-03-07,5,Yes,9.53,9.5,3350.48
7-30d,Anthony Joshua vs. Francis Ngannou,2024-02-26,2024-03-07,10,No,-9.30,-9.3,3350.48
7-30d,Anthony Joshua vs. Francis Ngannou,2024-02-16,2024-03-07,20,Yes,8.25,8.3,3350.48
>30d,Anthony Joshua vs. Francis Ngannou,2024-02-06,2024-03-07,30,Yes,8.39,8.4,3350.48
>30d,Anthony Joshua vs. Francis Ngannou,2024-01-07,2024-03-07,60,No,-8.79,-8.8,3350.48
>30d,Anthony Joshua vs. Francis Ngannou,2023-12-08,2024-03-07,90,Yes,9.75,9.7,3350.48
<3d,Anthony Joshua vs. Francis Ngannou,2024-03-06,2024-03-07,1,Yes,9.25,9.2,3623.99
<3d,Anthony Joshua vs. Francis Ngannou,2024-03-05,2024-03-07,2,Yes,9.10,9.1,3623.99
3-7d,Anthony Joshua vs. Francis Ngannou,2024-03-02,2024-03-07,5,No,-9.21,-9.2,3623.99
7-30d,Anthony Joshua vs. Francis Ngannou,2024-02-26,2024-03-07,10,No,-8.03,-8.0,3623.99
7-30d,Anthony Joshua vs. Francis Ngannou,2024-02-16,2024-03-07,20,Yes,8.48,8.5,3623.99
>30d,Anthony Joshua vs. Francis Ngannou,2024-02-06,2024-03-07,30,No,-8.73,-8.7,3623.99
>30d,Anthony Joshua vs. Francis Ngannou,2024-01-07,2024-03-07,60,No,-9.94,-9.9,3623.99
>30d,Anthony Joshua vs. Francis Ngannou,2023-12-08,2024-03-07,90,Yes,8.91,8.9,3623.99
<3d,California Senate Primary Margin of Vict,2024-03-30,2024-03-31,1,Yes,8.01,8.0,101923.28
<3d,California Senate Primary Margin of Vict,2024-03-29,2024-03-31,2,Yes,8.48,8.5,101923.28
3-7d,California Senate Primary Margin of Vict,2024-03-26,2024-03-31,5,Yes,7.91,7.9,101923.28
7-30d,California Senate Primary Margin of Vict,2024-03-21,2024-03-31,10,No,-8.53,-8.5,101923.28
7-30d,California Senate Primary Margin of Vict,2024-03-11,2024-03-31,20,Yes,9.71,9.7,101923.28
>30d,California Senate Primary Margin of Vict,2024-03-01,2024-03-31,30,Yes,9.45,9.5,101923.28
>30d,California Senate Primary Margin of Vict,2024-01-31,2024-03-31,60,Yes,9.67,9.7,101923.28
>30d,California Senate Primary Margin of Vict,2024-01-01,2024-03-31,90,No,-8.59,-8.6,101923.28
<3d,California Senate Primary Margin of Vict,2024-03-30,2024-03-31,1,No,-9.67,-9.7,37592.34
<3d,California Senate Primary Margin of Vict,2024-03-29,2024-03-31,2,No,-9.85,-9.9,37592.34
3-7d,California Senate Primary Margin of Vict,2024-03-26,2024-03-31,5,No,-9.25,-9.3,37592.34
7-30d,California Senate Primary Margin of Vict,2024-03-21,2024-03-31,10,No,-10.15,-10.1,37592.34
7-30d,California Senate Primary Margin of Vict,2024-03-11,2024-03-31,20,No,-9.44,-9.4,37592.34
>30d,California Senate Primary Margin of Vict,2024-03-01,2024-03-31,30,Yes,8.17,8.2,37592.34
>30d,California Senate Primary Margin of Vict,2024-01-31,2024-03-31,60,Yes,8.53,8.5,37592.34
>30d,California Senate Primary Margin of Vict,2024-01-01,2024-03-31,90,No,-10.08,-10.1,37592.34
<3d,California Senate Primary Margin of Vict,2024-03-30,2024-03-31,1,Yes,8.11,8.1,102210.28
<3d,California Senate Primary Margin of Vict,2024-03-29,2024-03-31,2,Yes,8.01,8.0,102210.28
3-7d,California Senate Primary Margin of Vict,2024-03-26,2024-03-31,5,Yes,9.33,9.3,102210.28
7-30d,California Senate Primary Margin of Vict,2024-03-21,2024-03-31,10,Yes,8.46,8.5,102210.28
7-30d,California Senate Primary Margin of Vict,2024-03-11,2024-03-31,20,No,-9.79,-9.8,102210.28
>30d,California Senate Primary Margin of Vict,2024-03-01,2024-03-31,30,No,-7.47,-7.5,102210.28
>30d,California Senate Primary Margin of Vict,2024-01-31,2024-03-31,60,No,-7.46,-7.5,102210.28
>30d,California Senate Primary Margin of Vict,2024-01-01,2024-03-31,90,No,-9.11,-9.1,102210.28
<3d,California Senate Primary Margin of Vict,2024-03-30,2024-03-31,1,Yes,8.73,8.7,29515.84
<3d,California Senate Primary Margin of Vict,2024-03-29,2024-03-31,2,Yes,8.44,8.4,29515.84
3-7d,California Senate Primary Margin of Vict,2024-03-26,2024-03-31,5,Yes,9.79,9.8,29515.84
7-30d,California Senate Primary Margin of Vict,2024-03-21,2024-03-31,10,Yes,8.98,9.0,29515.84
7-30d,California Senate Primary Margin of Vict,2024-03-11,2024-03-31,20,Yes,10.18,10.2,29515.84
>30d,California Senate Primary Margin of Vict,2024-03-01,2024-03-31,30,No,-9.34,-9.3,29515.84
>30d,California Senate Primary Margin of Vict,2024-01-31,2024-03-31,60,Yes,8.32,8.3,29515.84
>30d,California Senate Primary Margin of Vict,2024-01-01,2024-03-31,90,No,-8.09,-8.1,29515.84
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,9.53,9.5,10864.48
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,9.11,9.1,10864.48
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,No,-9.27,-9.3,10864.48
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,No,-8.56,-8.6,10864.48
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,Yes,9.38,9.4,10864.48
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,Yes,9.14,9.1,10864.48
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,No,-10.05,-10.1,10864.48
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,9.31,9.3,10864.48
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,9.70,9.7,159409.34
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,8.92,8.9,159409.34
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,Yes,8.42,8.4,159409.34
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,No,-8.45,-8.5,159409.34
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,No,-8.13,-8.1,159409.34
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,Yes,8.99,9.0,159409.34
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,No,-10.12,-10.1,159409.34
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,No,-10.60,-10.6,159409.34
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,No,-9.70,-9.7,106249.71
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,10.20,10.2,106249.71
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,Yes,9.22,9.2,106249.71
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,No,-10.55,-10.5,106249.71
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,No,-8.56,-8.6,106249.71
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-9.15,-9.2,106249.71
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,No,-8.29,-8.3,106249.71
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,9.58,9.6,106249.71
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,No,-7.85,-7.8,31742.02
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,8.86,8.9,31742.02
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,Yes,9.11,9.1,31742.02
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,Yes,7.91,7.9,31742.02
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,No,-8.43,-8.4,31742.02
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-8.14,-8.1,31742.02
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,Yes,8.20,8.2,31742.02
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,No,-9.78,-9.8,31742.02
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,8.58,8.6,173012.38
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,8.33,8.3,173012.38
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,No,-8.95,-8.9,173012.38
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,Yes,9.99,10.0,173012.38
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,Yes,10.44,10.4,173012.38
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,Yes,9.96,10.0,173012.38
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,Yes,10.54,10.5,173012.38
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,No,-9.16,-9.2,173012.38
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,8.97,9.0,33740.11
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,No,-9.86,-9.9,33740.11
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,Yes,9.34,9.3,33740.11
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,No,-9.27,-9.3,33740.11
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,No,-8.66,-8.7,33740.11
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-8.64,-8.6,33740.11
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,No,-8.42,-8.4,33740.11
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,No,-9.99,-10.0,33740.11
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,9.61,9.6,128805.71
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,8.59,8.6,128805.71
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,No,-8.43,-8.4,128805.71
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,No,-9.06,-9.1,128805.71
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,No,-8.16,-8.2,128805.71
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-9.23,-9.2,128805.71
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,Yes,9.33,9.3,128805.71
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,9.03,9.0,128805.71
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,8.79,8.8,233416.04
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,8.81,8.8,233416.04
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,Yes,8.45,8.5,233416.04
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,Yes,9.11,9.1,233416.04
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,No,-9.02,-9.0,233416.04
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-9.10,-9.1,233416.04
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,No,-8.45,-8.5,233416.04
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,8.32,8.3,233416.04
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,No,-9.70,-9.7,14428.26
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,8.77,8.8,14428.26
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,No,-9.89,-9.9,14428.26
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,Yes,8.85,8.9,14428.26
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,Yes,8.46,8.5,14428.26
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-9.03,-9.0,14428.26
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,No,-8.21,-8.2,14428.26
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,9.37,9.4,14428.26
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,No,-8.19,-8.2,62145.58
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,9.34,9.3,62145.58
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,No,-9.57,-9.6,62145.58
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,No,-7.76,-7.8,62145.58
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,Yes,10.38,10.4,62145.58
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,Yes,8.10,8.1,62145.58
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,Yes,9.04,9.0,62145.58
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,8.93,8.9,62145.58
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,9.85,9.8,57625.07
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,8.93,8.9,57625.07
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,Yes,8.54,8.5,57625.07
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,Yes,9.17,9.2,57625.07
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,Yes,8.63,8.6,57625.07
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-9.79,-9.8,57625.07
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,Yes,10.48,10.5,57625.07
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,9.79,9.8,57625.07
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,No,-8.50,-8.5,130555.00
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,No,-8.09,-8.1,130555.00
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,Yes,9.56,9.6,130555.00
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,Yes,9.09,9.1,130555.00
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,No,-8.44,-8.4,130555.00
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-10.02,-10.0,130555.00
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,Yes,8.38,8.4,130555.00
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,9.87,9.9,130555.00
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,9.74,9.7,80536.38
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,8.52,8.5,80536.38
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,No,-8.10,-8.1,80536.38
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,No,-9.69,-9.7,80536.38
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,No,-7.62,-7.6,80536.38
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-10.10,-10.1,80536.38
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,No,-8.32,-8.3,80536.38
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,8.37,8.4,80536.38
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,9.51,9.5,93121.07
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,9.17,9.2,93121.07
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,No,-8.72,-8.7,93121.07
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,No,-7.67,-7.7,93121.07
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,Yes,8.37,8.4,93121.07
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-9.22,-9.2,93121.07
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,No,-10.34,-10.3,93121.07
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,No,-7.67,-7.7,93121.07
<3d,Which Super Tuesday states will Trump wi,2024-03-04,2024-03-05,1,Yes,7.76,7.8,53837.15
<3d,Which Super Tuesday states will Trump wi,2024-03-03,2024-03-05,2,Yes,8.56,8.6,53837.15
3-7d,Which Super Tuesday states will Trump wi,2024-02-29,2024-03-05,5,No,-8.87,-8.9,53837.15
7-30d,Which Super Tuesday states will Trump wi,2024-02-24,2024-03-05,10,No,-8.52,-8.5,53837.15
7-30d,Which Super Tuesday states will Trump wi,2024-02-14,2024-03-05,20,Yes,7.95,7.9,53837.15
>30d,Which Super Tuesday states will Trump wi,2024-02-04,2024-03-05,30,No,-8.69,-8.7,53837.15
>30d,Which Super Tuesday states will Trump wi,2024-01-05,2024-03-05,60,Yes,9.07,9.1,53837.15
>30d,Which Super Tuesday states will Trump wi,2023-12-06,2024-03-05,90,Yes,8.81,8.8,53837.15
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,Yes,8.93,8.9,10501.98
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,9.05,9.1,10501.98
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,Yes,8.55,8.6,10501.98
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,Yes,9.27,9.3,10501.98
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,No,-9.14,-9.1,10501.98
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,No,-8.58,-8.6,10501.98
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,No,-8.44,-8.4,10501.98
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,Yes,10.06,10.1,10501.98
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,No,-8.52,-8.5,4426.76
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,8.39,8.4,4426.76
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,No,-10.26,-10.3,4426.76
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,No,-10.36,-10.4,4426.76
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,No,-8.57,-8.6,4426.76
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,Yes,10.52,10.5,4426.76
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,Yes,8.53,8.5,4426.76
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,Yes,8.05,8.1,4426.76
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,Yes,9.30,9.3,8040.40
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,No,-9.90,-9.9,8040.40
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,No,-9.89,-9.9,8040.40
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,Yes,8.55,8.5,8040.40
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,Yes,8.30,8.3,8040.40
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,Yes,8.68,8.7,8040.40
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,No,-8.99,-9.0,8040.40
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,No,-7.90,-7.9,8040.40
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,Yes,8.50,8.5,2216.78
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,9.34,9.3,2216.78
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,No,-8.91,-8.9,2216.78
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,Yes,8.10,8.1,2216.78
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,No,-8.53,-8.5,2216.78
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,No,-8.66,-8.7,2216.78
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,Yes,9.00,9.0,2216.78
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,No,-7.95,-8.0,2216.78
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,No,-9.26,-9.3,3897.59
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,No,-9.11,-9.1,3897.59
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,Yes,10.24,10.2,3897.59
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,Yes,10.00,10.0,3897.59
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,No,-8.50,-8.5,3897.59
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,No,-9.01,-9.0,3897.59
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,Yes,7.84,7.8,3897.59
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,Yes,8.58,8.6,3897.59
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,No,-8.76,-8.8,3754.23
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,8.91,8.9,3754.23
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,Yes,9.78,9.8,3754.23
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,Yes,10.35,10.4,3754.23
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,Yes,9.42,9.4,3754.23
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,No,-8.75,-8.7,3754.23
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,No,-8.65,-8.7,3754.23
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,Yes,7.80,7.8,3754.23
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,No,-8.76,-8.8,1560.17
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,8.72,8.7,1560.17
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,Yes,9.42,9.4,1560.17
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,No,-8.82,-8.8,1560.17
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,No,-8.55,-8.6,1560.17
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,Yes,9.06,9.1,1560.17
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,No,-8.25,-8.2,1560.17
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,Yes,8.66,8.7,1560.17
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,Yes,8.17,8.2,2400.90
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,8.86,8.9,2400.90
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,No,-8.46,-8.5,2400.90
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,Yes,8.96,9.0,2400.90
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,No,-7.50,-7.5,2400.90
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,No,-8.32,-8.3,2400.90
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,No,-8.83,-8.8,2400.90
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,Yes,9.04,9.0,2400.90
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,No,-8.96,-9.0,3985.99
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,9.56,9.6,3985.99
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,Yes,9.57,9.6,3985.99
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,No,-10.56,-10.6,3985.99
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,Yes,8.48,8.5,3985.99
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,No,-9.23,-9.2,3985.99
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,Yes,9.16,9.2,3985.99
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,No,-9.30,-9.3,3985.99
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,No,-9.10,-9.1,4365.78
<3d,What will Biden say during State of the ,2024-03-05,2024-03-07,2,Yes,9.20,9.2,4365.78
3-7d,What will Biden say during State of the ,2024-03-02,2024-03-07,5,Yes,7.69,7.7,4365.78
7-30d,What will Biden say during State of the ,2024-02-26,2024-03-07,10,No,-7.91,-7.9,4365.78
7-30d,What will Biden say during State of the ,2024-02-16,2024-03-07,20,Yes,8.31,8.3,4365.78
>30d,What will Biden say during State of the ,2024-02-06,2024-03-07,30,No,-10.33,-10.3,4365.78
>30d,What will Biden say during State of the ,2024-01-07,2024-03-07,60,Yes,9.08,9.1,4365.78
>30d,What will Biden say during State of the ,2023-12-08,2024-03-07,90,No,-9.09,-9.1,4365.78
<3d,What will Biden say during State of the ,2024-03-06,2024-03-07,1,No,-9.19,-9.2,6289.94
